Professor,Keywords
David Beebe,Hybrid hydrogel; Peptide cross-linker; Photopolymerization; Toxin enzymes detection
David Beebe,High throughput screening; Macro-to-micro interface; Passive microfluidics
David Beebe,Interface; Microfluidic loop; Micropumping; Self contained; Steady flow
David Beebe,Diffusion; Gradient; Microfluidics
David Beebe,Focal length; Hydrogel; Microlens; Tuning
David Beebe,
David Beebe,
David Beebe,3D microfluidics; microfluidic; microgears; micromixer; multilayer; tectonics
David Beebe,
David Beebe,
David Beebe,
David Beebe,?Fluidic tectonics; Capactive cytometry; Impedance
David Beebe,
David Beebe,
David Beebe,Hydrogel; Mechanical properties; Smart materials
David Beebe,Active mixer; Magnetic micromixing; Mixing characterization
David Beebe,Baculovirus expression system; Concentration gradient; Microchannel; Microfluidics; PDMS
David Beebe,Drug delivery; Flow control; Microfluidics; Regulation; Responsive hydrogels
David Beebe,
David Beebe,Botulinum neurotoxin; Enzyme-linked immunosorbent assay; Hydrogel; Microfluidic tectonics; Miniaturization; Photopolymerization
David Beebe,
David Beebe,
David Beebe,
David Beebe,Active materials; Hydrogel; Mechanical properties; PIV
David Beebe,
David Beebe,
David Beebe,In vitro production; Microchannel; Microfluidics; Porcine
David Beebe,Analytical modeling; CFD; Hydrogel; Organic self-regulating
David Beebe,
David Beebe,
David Beebe,
David Beebe,BioMEMS; Drug delivery; FRAP; Hydrogel; Micro total analysis systems; Protein diffusion
David Beebe,Electroplating; Electrotactile displays; Flexible devices; Sensory aids; Stimulator arrays
David Beebe,Actuators; Biological system modeling; Chemical sensors; Chemical technology; Chemical transducers; Mathematical model; Microelectromechanical systems; Micromechanical devices; Polymers; Sensor systems and applications
David Beebe,
David Beebe,
David Beebe,
David Beebe,Client-based design; Design course; Service learning
David Beebe,3D; CAD; Photopolymerization; Three dimensional
David Beebe,
David Beebe,Communication; Oral; Switch; Tactile; Tongue
David Beebe,Hydrogel; Microdispensing device; PDMS; Soft lithography
David Beebe,?TAS; BioMEMS; Microscale; Soft lithography; Tectonics
David Beebe,Force; Human-object interface; MEMS; Sensor; Shear; Silicon
David Beebe,Hydrogels; Kinetics; Material properties; Mathematical models; pH-sensitive gels; Simulation
David Beebe,
David Beebe,Cell culture; Microchannel; Microfluids; Micromolding; PDMS
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,Hydrogel; In situ polymerization; Microvalves
David Beebe,
David Beebe,evaporation; Microfluidics; sample concentration
David Beebe,cell lysis; microfluidic tectonics; Mixing
David Beebe,electrode; hydrogel; microfluidic; valve
David Beebe,BioMEMS; bovine serum albumin; diffusion; FRAP; hydrogel; immunoglobulin; lysozyme; microsystem
David Beebe,emulsion; protein adhesion; Separation; whole blood
David Beebe,culture; embryo; in vitro production; livestock; maturation; microfluidic; porcine
David Beebe,Electrostatic stimulation; haptic display; microfabrication; non-visual access; polyimide; tactile
David Beebe,
David Beebe,Bovine; Culture; Embryo; In vitro production; Livestock; Maturation; Microfluidic
David Beebe,Electrocutaneous; Oral; Palate; Switch; Tactile; Tongue
David Beebe,
David Beebe,Expériences; Experiments; Mélange; Microcanaux; Microchannels; Mixing
David Beebe,Flow modulation; TiO2 film; UV radiation; Zeta potential
David Beebe,Embryos; Manipulation; Microfluidics
David Beebe,
David Beebe,
David Beebe,Force sensitive; Input device; Multilevel; Tactile; User interface
David Beebe,
David Beebe,Biocompatible materials; Cellular micropatterns; Microfabricated stencil; Microfluidic; PDMS
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,Capillary electrophoresis (CE); Microcoil; Microfluidic; Nuclear magnetic resonance spectroscopy (NMR); Total analysis system
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,Adhesion; Bonding; Polyimide
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,Force; Microfabrication; Sensor; Shear; Silicon
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,Blind; Electrostatic stimulation; Haptic display; Microfabrication; Nonvisual access; Tactile; Visually impaired
David Beebe,Pinch force; Sensor; Silicon; Tactile
David Beebe,
David Beebe,Diaphragm; Finite element modeling; Piezoresistive; Silicon; Tactile sensor
David Beebe,Bovine embryo; Electrothermal branding; Heat transfer; In-vitro fertilization; Labeling; Microfabrication; Microheater; Polysilicon
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,
David Beebe,Force sensors; Medicine; Robotics; Silicon; Tactile sensors
Walter Block,
Walter Block,CD68; FEPPA; Graft; Macrophage; Microglia; Monkeys; Neuroinflammation; TSPO
Walter Block,AAV; Amygdala; Anxiety; Anxious temperament; Behavioral inhibition; Central nucleus of the amygdala; Extended amygdala; FDG-PET; Neurotrophic; NTF3; NTRK3; Primate; RNA-seq
Walter Block,dopamine; fallypride; methylphenidate; PET/MR
Walter Block,bilateral breast; compressed sensing; dynamic contrast-enhanced MRI; local low-rank; parallel imaging; radial sampling
Walter Block,
Walter Block,breast cancer; multimodal; Multiscale; quantitative imaging
Walter Block,
Walter Block,CEST; graphical processing unit (GPU); magnetization transfer; relaxometry; simulation
Walter Block,Induced pluripotent stem cells (iPSCs); Intracerebral delivery; Intracerebral targeting; Magnetic resonance imaging (MRI); Putamen; Stereotaxic surgery
Walter Block,AAV2; Central nucleus of the amygdala; DTI; FDG-PET; fMRI; MRI-guided neurosurgery
Walter Block,cartilage; knee; multicomponent T2 analysis; synovial fluid; T2 relaxation time
Walter Block,cartilage imaging; magnetization transfer; multicomponent relaxometry; steady-state sequences
Walter Block,Cranial cruciate ligament; Ligament mechanics; Magnetic resonance imaging
Walter Block,balanced steady state free precession; fat-water imaging; IDEAL
Walter Block,cartilage; knee; meniscus; quantitative magnetic resonance imaging; T2
Walter Block,
Walter Block,3D; Cartilage; Collagen; Microscopy; Scattering; Second harmonic generation
Walter Block,Backflow; Convection-enhanced delivery; Intraparenchymal infusion; Magnetic resonance imaging; Parkinson's disease
Walter Block,3D isotropic resolution; Cartilage; Knee; MRI
Walter Block,Cartilage; Magnetization transfer; MRI; Osteoarthritis
Walter Block,Balanced SSFP; IFIR; Magnetic Resonance Angiography; NCE-MRA; Non Contrast Magnetic Resonance Angiography; Renal Allograft; Renal Angiography; Renal Transplantation; VIPR-SSFP
Walter Block,cartilage; knee; multicomponent; relaxometry; T2 relaxation time
Walter Block,"AVM, arteriovenous malformation; DAVF, dural arteriovenous fistula; dynamic inflow; dynamic pseudo-continuous arterial spin labeling (dynamic PCASL); time-of-arrival (TOA) mapping; VIPR, accelerated 3D radial acquisition"
Walter Block,DCE-MRI; hepatic perfusion modeling; hepatocellular carcinoma; quantitative perfusion MRI; tumor perfusion modeling
Walter Block,CE-MRI; hepatocellular carcinoma; liver imaging; perfusion imaging; radial k-space; time-resolved imaging
Walter Block,balanced steady state free precession; IDEAL; radial imaging; water-fat imaging
Walter Block,Backflow; Convection enhanced delivery (CED); Neurocatheter; Non-human primate; Volume distribution volume infused ratio (Vd/Vi)
Walter Block,cerebrovascular disease; magnetic resonance angiography; pseudocontinuous arterial spin labeling; three-dimensional imaging; VIPR = vastly undersampled isotropic projection reconstruction
Walter Block,center of mass; moments; motion correction; parallel MRI; radial MRI; registration
Walter Block,3DPR; non-Cartesian imaging; radial imaging
Walter Block,
Walter Block,data consistency; motion artifacts; parallel imaging
Walter Block,
Walter Block,Multi-echo acquisition; Off-resonance correction; Radial imaging; Sensitivity encoding
Walter Block,3D; Breathhold; Cardiac function; Multi-echo; Radial; SSFP
Walter Block,
Walter Block,Cartilage; FSE-Cube; IDEAL; Knee; Magnetic resonance imaging
Walter Block,Constrained reconstruction; Motion artifact; Parallel MRI; POCS; POCSENSE
Walter Block,3.0 T; 3D radial; Fast imaging; Fat suppression; Fat/water imaging; Magnetic resonance; Musculoskeletal imaging; Non-cartesian; Steady state free precession
Walter Block,Eccentric exertions; Mechanical parameters; Oedema; Power hand tool
Walter Block,Breast imaging; bSSFP; Cancer imaging; LC-SSFP; Radial acquisition
Walter Block,3D imaging; Diffusion tensor imaging; Radial acquisition; Steady state
Walter Block,
Walter Block,Eddy current; Gradient calibration; Gradient error; k-space trajectory; k-space trajectory deviation; Non-cartesian imaging
Walter Block,
Walter Block,Forearm; Mechanical parameters; MRI; Stiffness; Submaximal eccentric exertions
Walter Block,Accelerated acquisition; Artifact reduction; Constrained reconstruction; Dose reduction; SNR enhancement; Undersampled acquisition
Walter Block,Intracranial MRA; Not-cartesian; Phase contrast; Velocity mapping
Walter Block,Hyperpolarized helium-3; Lung; Multi-echo; Radial projection acquisition; Ventilation
Walter Block,
Walter Block,Cartilage assessment; Fat water separation; Magnetic resonance imaging; Partial volume artifact; Steady-state free precession MRI; T2-weighted imaging
Walter Block,Ganglion cyst; Joint connection; Knee joint; MRI; Superior tibiofibular joint
Walter Block,Cartilage; Knee; MRI; Musculoskeletal; Rapid imaging; SSFP
Walter Block,
Walter Block,
Walter Block,"Image reconstruction; Parallel imaging; Radial imaging, self-calibrated; Undersampled"
Walter Block,k-space deviation; Non-Cartesian; Off-axis; Real-time frequency demodulation; Timing discrepancy
Walter Block,Cartilage; Isotropic resolution; Knee; Magnetic resonance imaging; Steady-state free precession
Walter Block,Contrast-enhanced MRA; Fat suppression; Segmentation; Three-dimensional PR; Time-resolved
Walter Block,Animation; Image reconstruction; Magnetic resonance imaging; Temporal filtering
Walter Block,Forearm; Magnetic resonance imaging; Mechanical model; Power tool use; Stiffness; Work-related musculoskeletal disorders
Walter Block,Contrast-enhanced MRA; Dynamic imaging; Real-time system; Time-resolved; Undersampled projection reconstruction
Walter Block,GRAPPA; Parallel MRI; PARS; Radial trajectory; Sensitivity encoding; Spiral trajectory
Walter Block,Acceleration factors; Constrained backprojection; Time resolved MRI; Ultra-fast imaging; Undersampled data
Walter Block,
Walter Block,Forearm; Hand tool; Magnetic resonance imaging; Mechanical properties; Stiffness; Submaximal eccentric exertions
Walter Block,Fat/water separation; MR angiography; Musculoskeletal imaging; Rapid imaging; SSFP
Walter Block,Fast imaging; Fat suppression; Multi-echo PR; SSFP; True-FISP
Walter Block,Contrast-enhanced MRA; Gradient distortion; Multiecho; Peripheral MRA; Undersampled projection reconstruction
Walter Block,"Contrast-enhanced MRA; Distal extremities, bolus chase; Time-resolved; VIPR"
Walter Block,4D Visualization; Cluster Animation; Cluster Visualization; Medical Imaging; Parallel Rendering
Walter Block,Continuous moving table MRI; Fast MRI; MR angiography; Projection acquisition; Sparse sampling
Walter Block,Dynamic imaging; MR angiography; Real-time system
Walter Block,3D PR; Fast imaging; Fat suppression; Knee imaging; Linear combination SSFP; Musculoskeletal imaging; SSFP; Steady-state free precession
Walter Block,Contrast-enhanced; Matched filtering; MR angiography; Peripheral; Time-resolved; Vessel segmentation
Walter Block,Imaging; Lung; MR; Parenchyma; Spectroscopy
Walter Block,High resolution 3D MRA; Intravascular contrast material; Time-resolved acquisition
Walter Block,Contrast-enhanced; MR angiography; Peripheral; Time-resolved
Walter Block,Contrast-enhanced MRA; Fast magnetic resonance imaging; Magnetic resonance angiography; Time-resolved; Undersampled projection reconstruction
Walter Block,
Walter Block,
Walter Block,Fast magnetic resonance imaging; Phase- contrast; Projection reconstruction; Velocity imaging
Walter Block,Contrast-enhanced MR angiography; Time-resolved MR imaging; Undersampled projection reconstruction
Walter Block,Contrast- enhanced; Projection reconstruction; Rapid imaging; Sparse sampling
Walter Block,Fast magnetic resonance imaging; MR cardiac imaging; Projection reconstruction
Walter Block,Cryosurgery; Freezing; Magnetic resonance imaging; T2*
Walter Block,"Breast neoplasms, diagnosis; Breast neoplasms, localization; Breast neoplasms, MR; Breast, biopsy; Magnetic resonance (MR), Guidance"
Walter Block,Fat suppression; Magnetic resonance imaging; T2 imaging
Walter Block,fast imaging; spiral imaging; T2 imaging
Christopher Brace,Ablation; Cryoablation; Microwave; Primary efficacy; Renal cell carcinoma
Christopher Brace,Ablation; CT; Iodinated contrast; Microwave; Renal cell carcinoma
Christopher Brace,
Christopher Brace,computed tomography (CT); feature extraction; image segmentation; Microwave ablation monitoring
Christopher Brace,Computed tomography; Dual Energy CT; HighlY constrained back projection (HYPR); Microwave ablation
Christopher Brace,Biological tissues; Dielectric property measurement; Heterogeneous media; Open-ended coaxial probe
Christopher Brace,FAT necrosis; Inflammatory nodule; Microwave ablation; MRI; RCC; Renal cell carcinoma; Surveillance
Christopher Brace,bioimpedance; computed tomography; Dielectric measurements; microwave propagation; surgical instruments
Christopher Brace,hepatic ablation; microwave; radiofrequency; radiologic pathologic correlation; Thermal ablation
Christopher Brace,ablation; heating equipment; HIPEC; hyhperthermia; thermal therapy
Christopher Brace,Percutaneous thermal ablation; microwave ablation; in-vivo swine model; hepatocellular carcinoma; hepatic malignancy; NeuWave Medical
Christopher Brace,microwave ablation; radiofrequency ablation; thermal ablation; tissue contraction; tissue deformation
Christopher Brace,
Christopher Brace,computational electromagnetics; dielectric losses; dielectric measurement; Electromagnetic modeling; microwave imaging
Christopher Brace,computed tomography; microwave ablation monitoring; registration; ultrasound
Christopher Brace,biological tissues; dielectric measurements; medical imaging; open ended coaxial cable
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,Dielectric losses; Dielectric measurement; Electromagnetic modeling; Microwave imaging; Mixture models
Christopher Brace,
Christopher Brace,
Christopher Brace,antenna optimization; computational modeling; microwave ablation
Christopher Brace,Lung neoplasm; Microwave ablation; Percutaneous ablation; Pulmonary artery
Christopher Brace,
Christopher Brace,
Christopher Brace,Microwave ablation; Spectral shift; Thermal ablation; Ultrasonic attenuation coefficient
Christopher Brace,Ablation monitoring; Computed tomography; Microwave ablation; Thermal ablation; Visualization enhancement
Christopher Brace,
Christopher Brace,Characterization; Detection; Ex vivo; Small lesions
Christopher Brace,
Christopher Brace,microwave ablation; numerical simulation; thermal dose; tissue contraction; tissue shrinkage
Christopher Brace,Hepatocellular carcinoma; hydrodissection; liver metastasis; microwave ablation; percutaneous microwave ablation; thermal ablation
Christopher Brace,cooled antennas; interstitial; microwave ablation; microwave hyperthermia; synchronous arrays; Thermal therapy; treatment planning
Christopher Brace,
Christopher Brace,Microwave ablation; Radiofrequency ablation; Small animal model
Christopher Brace,computed tomography; contrast enhancement; image-guide therapy; microwave ablation; real-time ablation monitoring
Christopher Brace,
Christopher Brace,Microwave ablation; RCC; Renal cell carcinoma; Tumor ablation
Christopher Brace,
Christopher Brace,Hepatocellular carcinoma; Liver; Metastasis; Microwave; Percutaneous; Radiofrequency
Christopher Brace,Hepatocellular carcinoma; Seeding; Thermal ablation; Ultrasound
Christopher Brace,AML; Percutaneous microwave ablation; Renal angiomyolipoma
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,Colorectal cancer; HCC; Hepatocellular carcinoma; Microwave; Neuroendocrine cancer; Radiofrequency; Tumor ablation
Christopher Brace,Ablation; heat dissipation; hydrodissection; poloxamer 407
Christopher Brace,Ablation; Interventional oncology; Non-vascular interventions
Christopher Brace,
Christopher Brace,Computational Modeling; Heat Transfer; Microwave; Thermal Ablation
Christopher Brace,Ablation; Diaphragm; Microwave; Peripheral
Christopher Brace,
Christopher Brace,
Christopher Brace,continuous power; microwave ablation; pulsed power; temperature monitor
Christopher Brace,heart failure; radiofrequency electrical current; regurgitation; rodent model; thermal ablation
Christopher Brace,computed tomography; microwave ablation; thermal ablation; tissue contraction; tissue shrinking
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,Clinical trials-thermal ablation; Radiofrequency/microwave; Thermal ablation
Christopher Brace,Cryoablation; HIFU; IRE; Laser; Microwave; Radiofrequency
Christopher Brace,ablation; D5W; hydrodissection; poloxamer 407; thermoreversible
Christopher Brace,
Christopher Brace,image-guided therapy; interventional oncology; Microwave ablation; thermal ablation
Christopher Brace,Direct heating; Microwave ablation; Thermal ablation
Christopher Brace,ablation; interventional radiology; liver tumors; microwave
Christopher Brace,
Christopher Brace,EM; Heat transfer; Integrated; Radiofrequency/microwave; Treatment planning
Christopher Brace,
Christopher Brace,Hydrodissection; Interventional oncology; Microwave ablation; Radiofrequency ablation; Thermal ablation
Christopher Brace,Cryogenic cooling; Microwave ablation; Thermal ablation
Christopher Brace,
Christopher Brace,Elastography; liver; mechanical testing; thermal ablation; ultrasound
Christopher Brace,shear wave imaging; thermal ablation
Christopher Brace,Antenna; dielectric; microwave ablation
Christopher Brace,elastography; liver; mechanical testing; thermal ablation; ultrasound
Christopher Brace,
Christopher Brace,
Christopher Brace,Ablation; Cancer; Lung; Thermal
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,interstitial antenna; microwave ablation; thermal ablation
Christopher Brace,
Christopher Brace,Interventional radiology; Pulmonary; Radiofrequency ablation
Christopher Brace,
Christopher Brace,radiofrequency; RF
Christopher Brace,radiofrequency; RF
Christopher Brace,
Christopher Brace,
Christopher Brace,Hyperthermia; Microwave ablation; Thermal therapies
Christopher Brace,Interventional oncology; Liver; Lung; Microwave ablation; Radiofrequency ablation; Thermal therapies
Christopher Brace,Ablation; Elasticity; Elasticity imaging; Elastography; Electrode displacement; Microwave ablation; Radiofrequency ablation; Strain; Ultrasound
Christopher Brace,Ablation; Microwave ablation; Microwave phantom; Microwave simulation; Time-domain signal reflection; Tumor ablation
Christopher Brace,
Christopher Brace,Ablation; Ablative therapy; Elastic modulus imaging; Elasticity imaging; Elastography; Inverse problem
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,Ablation; Elastic modulus imaging; Ultrasound elasticity imaging
Christopher Brace,Ablation; Elasticity; Elasticity imaging; Elastography; Electrode displacement; Microwave ablation; Radiofrequency ablation; Strain; Ultrasound
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,Ablation devices; Radiofrequency (RF) ablation
Christopher Brace,CT; Hepatobiliary imaging; Hepatocellular carcinoma; Interventional radiology; Liver cancer; MRI; Oncologic imaging; Radiofrequency ablation
Christopher Brace,
Christopher Brace,
Christopher Brace,
Christopher Brace,Ablation; Animal studies; Radiofrequency; Thermal injury
Christopher Brace,
Christopher Brace,Ablation; Electromagnetic heating; Microwave (MW) ablation; MW heating; RF
Christopher Brace,Ablation; Electromagnetic heating; Finite element methods; Monopole antennas
Kevin Eliceiri,
Kevin Eliceiri,Breast diseases; Breast neoplasms; Breast pathology; Collagen fibers; Mammographic density; Second harmonic generation imaging
Kevin Eliceiri,
Kevin Eliceiri,3D printing; Dormant bud; Freezing resistance; MRI; Plant cold hardiness
Kevin Eliceiri,3D printing; Arduino; Laser; Monitoring; Open-source; Wireless
Kevin Eliceiri,deconvolution; Fiji; image analysis; ImageJ; Jython; lifetime analysis; Ops; Python; SciJava; scripting
Kevin Eliceiri,blue-blood; fluorescence; simulation; supermicrosurgery; training
Kevin Eliceiri,Burn wound conversion; Burn wound healing; Burn wound models
Kevin Eliceiri,aging; amyloid plaque; astrocyte; microglia; multiphoton imaging; nonhuman primate
Kevin Eliceiri,cell tracking; CellProfiler; image stitching; ImageJ; segmentation
Kevin Eliceiri,Breast cancer; Carbon-13; Hyperpolarized; Metabolism; Metastatic potential; MRSI; Re-peatability
Kevin Eliceiri,
Kevin Eliceiri,Burn wound progression; Contact burn; Preclinical model; Re-epithelialization; Wound healing
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Biomaterial; Cardiac fibroblast; Cell-derived matrix; Dermal fibroblast; Fibronectin; Matrix; SUSD2; Sushi containing domain 2
Kevin Eliceiri,Multiscale imaging; Quantitative ultrasound; Reference phantom method; Second harmonic generation microscopy; Verasonics
Kevin Eliceiri,Anisotropy; Anthocyanin imaging; FLIM; Fluorescence imaging; Fluorescence lifetime; Hyper dimensional contrast imaging; Hyper dimensional imaging; Hyperspectral imaging; Polarization
Kevin Eliceiri,Cancer; ECM; Extracellular matrix; Fibrillar collagen; Pathology; Prognosis; Tumor microenvironment
Kevin Eliceiri,Convolutional neural network; Digital pathology; Generative adversarial networks; Super-resolution
Kevin Eliceiri,lower extremity venous; phantom; scanning skills; Ultrasound
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Anti-VEGF; Ellipsoid zone; Machine learning; Macular edema; Optical coherence tomography; Retinal vein occlusion; Semiautomated
Kevin Eliceiri,Bioimage analysis; Life science; Open-source; Software
Kevin Eliceiri,
Kevin Eliceiri,Colocalization analysis; Optimal rate; Scan statistics; Signal detection; Structured signal
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Fiji; image analysis; ImageJ; imaging; microscopy; open source software
Kevin Eliceiri,Astrocyte; Cat; Collagen; Extracellular matrix; Glaucoma; Lamina cribrosa; Lamina cribrosa cell; Optic nerve head
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Microbiology and Immunology
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Adaptive Bayesian regularization; Carotid elastography; Carotid strain imaging; High frequency ultrasound; Murine model
Kevin Eliceiri,brain metabolism; CNS; FLIM; machine learning; microglia; NAD(P)H; neural networks
Kevin Eliceiri,collagen; glial scar; imaging; implantable device; second harmonic generation
Kevin Eliceiri,activation; fluorescence lifetime imaging microscopy; lipopolysaccharide; microglia; nicotinamide adenine dinucleotide; noninvasive
Kevin Eliceiri,3-D printing; Image registration; Multiscale imaging; Optical microscopy; Phantom; Ultrasound
Kevin Eliceiri,3D printing; Collagen quantification; Histomorphometry; Nerve regeneration; Nerve repair; Reinnervation
Kevin Eliceiri,Ergonomic tools; Healthcare workers; Musculoskeletal disorders
Kevin Eliceiri,breast cancer; collagen organization; curvelet transform; fibrillar collagen; image analysis software; pancreatic cancer; second harmonic generation microscopy; tumor microenvironment
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,bioimaging; computational workflows; Fiji; image analysis; ImageJ; interoperability; KNIME; open source
Kevin Eliceiri,
Kevin Eliceiri,cancer stem cells; fluorescence lifetime; glioblastoma multiforme; metabolism; multiphoton microscopy; nicotinamide adenine dinucleotide
Kevin Eliceiri,
Kevin Eliceiri,caloric restriction; metabolic networks; rhesus monkeys; sarcopenia; skeletal muscle aging
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,fiber-based dispersion; fluorescence lifetime; fluorescence lifetime imaging; hyperspectral imaging; multiphoton microscopy; time-correlated single-photon counting
Kevin Eliceiri,convolutional neural networks; image super-resolution; machine learning; pathology; whole slide imaging
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,biomechanics; collagen; Laryngology; second harmonic generation imaging
Kevin Eliceiri,"autofluorescence imaging; effects of fixation; FLIM,NAD(P)HFLIM; metabolic imaging; NADHAutofluorescence"
Kevin Eliceiri,caloric restriction; lipid metabolism; longevity; mitochondria; NAD; PGC-1a; redox metabolism
Kevin Eliceiri,Breast cancer risk; Collagen; Mammographic density; Mammographic density notification; TACS; Tissue tensile forces
Kevin Eliceiri,Colocalization; fluorescence microscopy; hypothesis testing; kernel method; multiple testing; nonparametric statistics
Kevin Eliceiri,3D printing; aneurysm clip(s); medical devices; metal additive manufacturing; neurosurgery; patient-specific devices
Kevin Eliceiri,Label-free imaging; Module; Mueller matrix polarimetry; Multiscale; Pathology; Stereo zoom microscope
Kevin Eliceiri,
Kevin Eliceiri,Bioimaging; Image recognition; Informal science learning; Interactive exhibits; Microscopy; Museum
Kevin Eliceiri,Coding optimization; Fluorescence lifetime; Time-of-flight; Waveform optimization
Kevin Eliceiri,
Kevin Eliceiri,Collagen organization; Renal cell carcinoma; Second harmonic generation imaging; Tissue microarray; Tumor grading
Kevin Eliceiri,Biomechanics; Collagen; Colorectal; Extracellular matrix; Remodelling; Transglutaminase; Tumor microenvironment
Kevin Eliceiri,
Kevin Eliceiri,bioreactor; fluorescence lifetime imaging (FLIM); lactate production; magnetic resonance spectroscopy (MRS); metabolism; multimodal; nicotinamide adenine dinucleotide (NADH); optical imaging
Kevin Eliceiri,Collagen; heart valve; imaging; microarchitecture; picrosirius red; RNAlater®; tissue preservation
Kevin Eliceiri,
Kevin Eliceiri,autofluorescence Imaging; confluency; fluorescence lifetime imaging microscopy; live cell metabolic imaging; NAD(P)H FLIM
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Diabetic mice; Free open-source software; Urinary dysfunction; Void spot assay; Voiding behavior
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Breast cancer; Extracellular matrix; Metastasis; Proteoglycans; Syndecan; Tumor microenvironment
Kevin Eliceiri,
Kevin Eliceiri,brain; energy metabolism; glia; GSK3?; hippocampus; lithium; neuron; PGC-1?
Kevin Eliceiri,3D printing; MRI; Open source; phantom; preclinical; standards
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,Colocalization; Fluorescence microscopy; Hypothesis testing; Nonparametric statistics; Scan statistics
Kevin Eliceiri,
Kevin Eliceiri,Cardiac; Collagen; Composition; Extracellular matrix; Fibers; Imaging
Kevin Eliceiri,Anthocyanins; Arabidopsis thaliana; Fluorescence lifetime microscopy (FLIM); pH; Plant vacuole
Kevin Eliceiri,
Kevin Eliceiri,breast cancer; multimodal; Multiscale; quantitative imaging
Kevin Eliceiri,
Kevin Eliceiri,Extensibility; Image processing; ImageJ; ImageJ2; Interoperability; N-dimensional; Open development; Open source; Reproducibility
Kevin Eliceiri,Bioengineering; Issue 128; Larvae; Long-term imaging; Multiphoton microscopy; Restraint device; Wound healing; Zebrafish
Kevin Eliceiri,
Kevin Eliceiri,Computed tomography; Distributed source; Line source; Multi-source; X-ray tube
Kevin Eliceiri,Computational imaging; Harmonic generation and mixing; Image analysis; Microscopy; Polarization
Kevin Eliceiri,fibrillar collagen; fluorescence microscopy; immunohistochemistry; pathology; picrosirius red; polarized light microscopy; second harmonic generation
Kevin Eliceiri,
Kevin Eliceiri,Biomarker; Cancer stem-like cells; Collagen; Glioblastoma; Oncology; Second-harmonic generation
Kevin Eliceiri,
Kevin Eliceiri,adiponectin; adipose tissue; aging; caloric restriction; fatty acids; NAD metabolism
Kevin Eliceiri,
Kevin Eliceiri,Axon branching; Calsyntenin; EB3; Microtubule polarity; Zebrafish
Kevin Eliceiri,
Kevin Eliceiri,
Kevin Eliceiri,neuroendocrine cancer; NIR-controlled drug release; photodynamic therapy; theranostic micelles; upconversion nanoparticles
Kevin Eliceiri,
Kevin Eliceiri,Clathin-mediated endocytosis; Image analysis; Microscopy; Open-source software; Phototoxicity; Single-particle tracking
Kevin Eliceiri,Extracellular matrix (ECM); Optical scattering; Ovarian cancer; Second Harmonic Generation (SHG) imaging microscopy
Kevin Eliceiri,Granular thermal conductivity; Hydrated salt; Uranyl nitrate
Kevin Eliceiri,
Kevin Eliceiri,device; live imaging; microscopy; wounding
Kevin Eliceiri,Breast cancer; Collagen; Desmoplasia; Extracellular matrix; Prolactin; Tumor microenvironment; Tumor progression
Kevin Eliceiri,collagen; ductal morphogenesis; fibroblast; mammary gland; SHARPIN
Kevin Eliceiri,
Kevin Eliceiri,Cancer imaging; Collagen alignment; Collagen organization; Collagen quantification; Curvelet transform; Extracellular matrix; Fiber tracking; Fibrillar collagen; Second-harmonic generation microscopy; Tumor-associated collagen signatures
Kevin Eliceiri,Collagen; Extracellular matrix; Myofibroblasts; Senescence; Senescent fibroblasts; Tumor microenvironment
Kevin Eliceiri,
